Token,NE
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Radian,B-Reference Entity
Group,I-Reference Entity
"Inc.,",I-Reference Entity
"7.75%,",O
06/01/2011.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Counterparty:,O
Bank,B-Counterparty
of,I-Counterparty
America,I-Counterparty
12/20/13,B-Expiration Date
"2,125",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.07%,B-Fixed Rate
0.28%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Nordstrom,B-Reference Entity
"Inc.,",I-Reference Entity
"6.95%,",O
03/15/2028.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.09%,B-Fixed Rate
0.35%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
MGIC,B-Reference Entity
Investment,I-Reference Entity
"Corp.,",I-Reference Entity
"6.00%,",O
11/01/2015.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Counterparty:,O
JP,B-Counterparty
Morgan,I-Counterparty
12/20/13,B-Expiration Date
$,O
"2,125",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.09%,B-Fixed Rate
0.35%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
PMI,B-Reference Entity
Group,I-Reference Entity
"Inc.,",I-Reference Entity
"6.00%,",O
09/15/2016.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Counterparty:,O
JP,B-Counterparty
Morgan,I-Counterparty
12/20/13,B-Expiration Date
"2,125",B-Fixed Rate
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.10%,B-Fixed Rate
0.39%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Radian,B-Reference Entity
Group,I-Reference Entity
"Inc.,",I-Reference Entity
"7.75%,",O
06/01/2011.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Counterparty:,O
JP,B-Counterparty
Morgan,I-Counterparty
12/20/13,B-Expiration Date
"2,250",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.07%,B-Fixed Rate
0.28%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Nordstrom,B-Reference Entity
"Inc.,",I-Reference Entity
"6.95%,",O
03/15/2028.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Counterparty:,O
Merrill,B-Counterparty
Lynch,I-Counterparty
12/20/13,B-Expiration Date
"2,125",B-Fixed Rate
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.10%,B-Fixed Rate
0.39%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Johnson,B-Reference Entity
Controls,I-Reference Entity
"Inc.,",I-Reference Entity
"7.125%,",O
07/15/2017.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Counterparty:,O
Bank,B-Counterparty
of,I-Counterparty
America,I-Counterparty
12/20/13,B-Expiration Date
"2,125",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.09%,B-Fixed Rate
0.35%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Alcan,B-Reference Entity
"Inc.,",I-Reference Entity
"4.875%,",O
09/15/2012.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Counterparty:,O
Bank,B-Counterparty
of,I-Counterparty
America,I-Counterparty
12/20/13,B-Expiration Date
"2,125",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.09%,B-Fixed Rate
0.37%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Johnson,B-Reference Entity
Controls,I-Reference Entity
"Inc.,",I-Reference Entity
"7.125%,",O
02/01/2016.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Counterparty:,O
Bank,B-Counterparty
of,I-Counterparty
America,I-Counterparty
12/20/13,B-Expiration Date
"2,125",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.06%,B-Fixed Rate
0.25%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Dow,B-Reference Entity
Chemical,I-Reference Entity
"Inc.,",I-Reference Entity
"6.00%,",O
10/01/2012.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Counterparty:,O
Merrill,B-Counterparty
Lynch,I-Counterparty
12/20/13,B-Expiration Date
"2,125",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.05%,B-Fixed Rate
0.22%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Carnival,B-Reference Entity
"Corp.,",I-Reference Entity
"6.65%,",O
1/15/2028.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Counterparty:,O
JP,B-Counterparty
Morgan,I-Counterparty
06/20/12,B-Expiration Date
"1,600",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.05%,B-Fixed Rate
0.20%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Campbell,B-Reference Entity
Soup,I-Reference Entity
"Co.,",I-Reference Entity
"4.875%,",O
10/01/2013.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Counterparty:,O
Bank,B-Counterparty
of,I-Counterparty
America,I-Counterparty
06/20/14,B-Expiration Date
"2,775",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.11%,B-Fixed Rate
0.45%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Weyerhaeuser,B-Reference Entity
"Co.,",I-Reference Entity
"6.75%,",O
03/15/2012.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Counterparty:,O
Merrill,B-Counterparty
Lynch,I-Counterparty
03/20/12,B-Expiration Date
"2,125",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.08%,B-Fixed Rate
0.32%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Alcan,B-Reference Entity
"Inc.,",I-Reference Entity
"4.875%,",O
9/15/2012.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Counterparty:,O
Bank,B-Counterparty
of,I-Counterparty
America,I-Counterparty
03/20/14,B-Expiration Date
"1,800",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.28%,B-Fixed Rate
1.10%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Century,B-Reference Entity
"Telephone,",I-Reference Entity
"6.00%,",O
04/01/2017.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.49%,B-Fixed Rate
1.94%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Motorola,B-Reference Entity
"Inc.,",I-Reference Entity
"6.50%,",O
09/01/2025.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Counterparty:,O
Goldman,B-Counterparty
Sachs,I-Counterparty
03/20/13,B-Expiration Date
$,O
"1,200",B-Notional Amount
$,O
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.16%,B-Fixed Rate
0.64%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Kroger,B-Reference Entity
"Co.,",I-Reference Entity
"5.50%,",O
02/01/2013.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Counterparty:,O
Merrill,B-Counterparty
Lynch,I-Counterparty
03/20/13,B-Expiration Date
"4,500",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.71%,B-Fixed Rate
2.83%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Toll,B-Reference Entity
Brothers,I-Reference Entity
"Inc.,",I-Reference Entity
"6.875%,",O
11/15/2012.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
event,O
Fund,O
receives,O
the,O
notional,O
amount,O
and,O
pays,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Merrill,B-Counterparty
Lynch,I-Counterparty
12/20/12,B-Expiration Date
"1,435",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.23%,B-Fixed Rate
0.91%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Morgan,B-Reference Entity
"Stanley,",I-Reference Entity
"6.60%,",O
04/01/2012.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Counterparty:,O
JP,B-Counterparty
Morgan,I-Counterparty
12/20/12,B-Expiration Date
"6,200",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.19%,B-Fixed Rate
0.74%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Goldman,B-Reference Entity
"Sachs,",I-Reference Entity
"6.60%,",O
01/15/2012.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Counterparty:,O
JP,B-Counterparty
Morgan,I-Counterparty
12/20/12,B-Expiration Date
"6,400",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.19%,B-Fixed Rate
0.75%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Goldman,B-Reference Entity
"Sachs,",I-Reference Entity
"6.60%,",O
01/15/2012.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Counterparty:,O
Barclays,B-Counterparty
12/20/12,B-Expiration Date
200,B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.29%,B-Fixed Rate
1.16%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Lehman,B-Reference Entity
"Brothers,",I-Reference Entity
"6.625%,",O
01/18/2012.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Counterparty:,O
Barclays,B-Counterparty
12/20/14,B-Expiration Date
"8,770",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
"0.89%,",B-Fixed Rate
3.56%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Centex,B-Reference Entity
"Corp.,",I-Reference Entity
"5.25%,",O
06/15/2015.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
receives,O
the,O
notional,O
amount,O
and,O
pays,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Merrill,B-Counterparty
Lynch,I-Counterparty
12/20/12,B-Expiration Date
"1,350",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.70%,B-Fixed Rate
2.78%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Toll,B-Reference Entity
Brothers,I-Reference Entity
"Inc.,",I-Reference Entity
"6.875%,",O
11/15/2012.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
receives,O
the,O
notional,O
amount,O
and,O
pays,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Merrill,B-Counterparty
Lynch,I-Counterparty
12/20/12,B-Expiration Date
"2,450",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.91%,B-Fixed Rate
3.65%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Centex,B-Reference Entity
"Corp.,",I-Reference Entity
"5.25%,",O
06/15/2015.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
receives,O
the,O
notional,O
amount,O
and,O
pays,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Merrill,B-Counterparty
Lynch,I-Counterparty
12/20/12,B-Expiration Date
925,B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.97%,B-Fixed Rate
3.88%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Pulte,B-Reference Entity
Homes,I-Reference Entity
"Inc.,",I-Reference Entity
"5.25%,",O
01/15/2014.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
receives,O
the,O
notional,O
amount,O
and,O
pays,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Citigroup,B-Counterparty
12/20/12,B-Expiration Date
"2,200",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.98%,B-Fixed Rate
3.91%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Pulte,B-Reference Entity
Homes,I-Reference Entity
"Inc.,",I-Reference Entity
"5.25%,",O
01/15/2014.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
receives,O
the,O
notional,O
amount,O
and,O
pays,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.71%,B-Fixed Rate
2.83%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Toll,B-Reference Entity
Brothers,I-Reference Entity
"Inc.,",I-Reference Entity
"6.875%,",O
11/15/2012.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
receives,O
the,O
notional,O
amount,O
and,O
pays,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Citigroup,B-Counterparty
12/20/12,B-Expiration Date
$,O
"1,000",B-Notional Amount
$,O
92,O
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.19%,B-Fixed Rate
0.75%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
AMBAC,B-Reference Entity
Monoline,I-Reference Entity
AAA.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Counterparty:,O
JP,B-Counterparty
Morgan,I-Counterparty
12/20/12,B-Expiration Date
"6,250",B-Notional Amount
\\,
Fund,O
receives,B-Direction of Trade
quarterly,O
payment,O
of,O
0.15%,B-Fixed Rate
0.60%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
CDX.IG.9,B-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Bank,B-Counterparty
of,I-Counterparty
America,I-Counterparty
12/20/12,B-Expiration Date
"4,500",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.04%,B-Fixed Rate
0.45%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
CDX.NA.IG,B-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
receives,O
the,O
notional,O
amount,O
and,O
delivers,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Bank,B-Counterparty
of,I-Counterparty
America,I-Counterparty
12/20/12,B-Expiration Date
"5,000",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.04%,B-Fixed Rate
0.45%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
CDX.NA.IG,B-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
receives,O
the,O
notional,O
amount,O
and,O
delivers,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Bank,B-Counterparty
of,I-Counterparty
America,I-Counterparty
12/20/12,B-Notional Amount
"3,000",B-Fixed Rate
\\,
Fund,O
receives,B-Direction of Trade
quarterly,O
payment,O
of,O
0.15%,B-Fixed Rate
0.60%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
CDX.NA.IG,B-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Goldman,B-Counterparty
Sachs,I-Counterparty
12/20/12,B-Expiration Date
"32,375",B-Notional Amount
\\,
Fund,O
receives,B-Direction of Trade
quarterly,O
payment,O
of,O
1.25%,B-Fixed Rate
5.00%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Countrywide,B-Reference Entity
Financial,I-Reference Entity
"Corp.,",I-Reference Entity
"6.00%,",O
01/24/2018.,O
\\,
Upon,B-O
defined,O
credit,O
"event,",O
Fund,O
receives,O
the,O
notional,O
amount,O
and,O
pays,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Deutsche,B-Counterparty
Bank,I-Counterparty
12/20/08,B-Expiration Date
"4,500",B-Notional Amount
\\,
